Iso_code,Year,value
48,1996,0.919
48,1997,0.915
48,1998,0.919
48,1999,0.917
48,2000,0.921
48,2001,0.916
48,2002,0.912
48,2003,0.913
48,2004,0.913
48,2005,0.915
48,2006,0.914
48,2007,0.915
48,2008,0.909
48,2009,0.894
48,2010,0.894
48,2011,0.887
48,2012,0.89
48,2013,0.896
48,2014,0.892
48,2015,0.913
48,2016,0.911
48,2017,0.911
48,2018,0.907
50,1990,0.394
50,1991,0.396
50,1992,0.401
50,1993,0.405
50,1994,0.408
50,1995,0.412
50,1996,0.415
50,1997,0.419
50,1998,0.423
50,1999,0.427
50,2000,0.432
50,2001,0.437
50,2002,0.441
50,2003,0.445
50,2004,0.451
50,2005,0.459
50,2006,0.468
50,2007,0.478
50,2008,0.486
50,2009,0.492
50,2010,0.499
50,2011,0.507
50,2012,0.515
50,2013,0.522
50,2014,0.527
50,2015,0.534
50,2016,0.542
50,2017,0.549
50,2018,0.559
52,1990,0.744
52,1991,0.738
52,1992,0.727
52,1993,0.728
52,1994,0.733
52,1995,0.734
52,1996,0.739
52,1997,0.746
52,1998,0.751
52,1999,0.75
52,2000,0.756
52,2001,0.751
52,2002,0.752
52,2003,0.754
52,2004,0.757
52,2005,0.76
52,2006,0.765
52,2007,0.77
52,2008,0.768
52,2009,0.763
52,2010,0.765
52,2011,0.76
52,2012,0.764
52,2013,0.763
52,2014,0.763
52,2015,0.763
52,2016,0.766
52,2017,0.767
52,2018,0.766
112,1990,0.669
112,1991,0.667
112,1992,0.651
112,1993,0.639
112,1994,0.62
112,1995,0.604
112,1996,0.609
112,1997,0.625
112,1998,0.638
112,1999,0.644
112,2000,0.653
112,2001,0.661
112,2002,0.669
112,2003,0.681
112,2004,0.699
112,2005,0.713
112,2006,0.728
112,2007,0.74
112,2008,0.755
112,2009,0.755
112,2010,0.766
112,2011,0.774
112,2012,0.776
112,2013,0.776
112,2014,0.779
112,2015,0.771
112,2016,0.767
112,2017,0.772
112,2018,0.776
56,1990,0.865
56,1991,0.868
56,1992,0.87
56,1993,0.869
56,1994,0.875
56,1995,0.878
56,1996,0.88
56,1997,0.885
56,1998,0.888
56,1999,0.893
56,2000,0.898
56,2001,0.898
56,2002,0.899
56,2003,0.9
56,2004,0.904
56,2005,0.906
56,2006,0.909
56,2007,0.913
56,2008,0.915
56,2009,0.907
56,2010,0.914
56,2011,0.911
56,2012,0.913
56,2013,0.911
56,2014,0.911
56,2015,0.911
56,2016,0.913
56,2017,0.917
56,2018,0.919
84,1990,0.59
84,1991,0.604
84,1992,0.617
84,1993,0.623
84,1994,0.619
84,1995,0.617
84,1996,0.613
84,1997,0.614
84,1998,0.612
84,1999,0.618
84,2000,0.63
84,2001,0.631
84,2002,0.635
84,2003,0.642
84,2004,0.642
84,2005,0.643
84,2006,0.646
84,2007,0.64
84,2008,0.642
84,2009,0.647
84,2010,0.644
84,2011,0.648
84,2012,0.648
84,2013,0.646
84,2014,0.647
84,2015,0.653
84,2016,0.648
84,2017,0.643
84,2018,0.645
204,1990,0.402
204,1991,0.404
204,1992,0.4
204,1993,0.406
204,1994,0.403
204,1995,0.407
204,1996,0.409
204,1997,0.414
204,1998,0.417
204,1999,0.42
204,2000,0.424
204,2001,0.427
204,2002,0.429
204,2003,0.43
204,2004,0.432
204,2005,0.431
204,2006,0.432
204,2007,0.436
204,2008,0.44
204,2009,0.439
204,2010,0.437
204,2011,0.438
204,2012,0.44
204,2013,0.446
204,2014,0.452
204,2015,0.45
204,2016,0.453
204,2017,0.457
204,2018,0.462
64,1990,0.467
64,1991,0.462
64,1992,0.464
64,1993,0.469
64,1994,0.482
64,1995,0.483
64,1996,0.491
64,1997,0.501
64,1998,0.495
64,1999,0.499
64,2000,0.534
64,2001,0.543
64,2002,0.553
64,2003,0.56
64,2004,0.566
64,2005,0.575
64,2006,0.585
64,2007,0.607
64,2008,0.61
64,2009,0.616
64,2010,0.629
64,2011,0.638
64,2012,0.641
64,2013,0.644
64,2014,0.65
64,2015,0.658
64,2016,0.666
64,2017,0.671
64,2018,0.673
68,1990,0.538
68,1991,0.544
68,1992,0.545
68,1993,0.548
68,1994,0.553
68,1995,0.556
68,1996,0.56
68,1997,0.565
68,1998,0.57
68,1999,0.567
68,2000,0.567
68,2001,0.567
68,2002,0.568
68,2003,0.567
68,2004,0.57
68,2005,0.574
68,2006,0.579
68,2007,0.583
68,2008,0.59
68,2009,0.592
68,2010,0.594
68,2011,0.599
68,2012,0.601
68,2013,0.609
68,2014,0.617
68,2015,0.625
68,2016,0.631
68,2017,0.634
68,2018,0.638
70,1990,0.392
70,1991,0.381
70,1992,0.375
70,1993,0.377
70,1994,0.385
70,1995,0.418
70,1996,0.525
70,1997,0.574
70,1998,0.633
70,1999,0.641
70,2000,0.642
70,2001,0.647
70,2002,0.652
70,2003,0.656
70,2004,0.663
70,2005,0.674
70,2006,0.681
70,2007,0.689
70,2008,0.699
70,2009,0.695
70,2010,0.694
70,2011,0.696
70,2012,0.698
70,2013,0.704
70,2014,0.708
70,2015,0.715
70,2016,0.721
70,2017,0.726
70,2018,0.732
72,1990,0.667
72,1991,0.68
72,1992,0.681
72,1993,0.686
72,1994,0.671
72,1995,0.684
72,1996,0.682
72,1997,0.694
72,1998,0.699
72,1999,0.699
72,2000,0.696
72,2001,0.7
72,2002,0.69
72,2003,0.7
72,2004,0.7
72,2005,0.706
72,2006,0.716
72,2007,0.727
72,2008,0.733
72,2009,0.725
72,2010,0.731
72,2011,0.747
72,2012,0.753
72,2013,0.76
72,2014,0.765
72,2015,0.761
72,2016,0.76
72,2017,0.763
72,2018,0.766
76,1990,0.697
76,1991,0.697
76,1992,0.694
76,1993,0.698
76,1994,0.701
76,1995,0.709
76,1996,0.708
76,1997,0.71
76,1998,0.706
76,1999,0.703
76,2000,0.711
76,2001,0.711
76,2002,0.713
76,2003,0.713
76,2004,0.72
76,2005,0.723
76,2006,0.728
76,2007,0.736
76,2008,0.741
76,2009,0.74
76,2010,0.749
76,2011,0.754
76,2012,0.756
76,2013,0.76
76,2014,0.759
76,2015,0.752
76,2016,0.745
76,2017,0.746
76,2018,0.747
96,1990,1.0
96,1991,1.0
96,1992,1.0
96,1993,1.0
96,1994,1.0
96,1995,1.0
96,1996,1.0
96,1997,1.0
96,1998,1.0
96,1999,1.0
96,2000,1.0
96,2001,1.0
96,2002,1.0
96,2003,1.0
96,2004,1.0
96,2005,1.0
96,2006,1.0
96,2007,1.0
96,2008,1.0
96,2009,1.0
96,2010,1.0
96,2011,1.0
96,2012,1.0
96,2013,1.0
96,2014,1.0
96,2015,1.0
96,2016,1.0
96,2017,1.0
96,2018,1.0
100,1990,0.671
100,1991,0.657
100,1992,0.661
100,1993,0.66
100,1994,0.663
100,1995,0.667
100,1996,0.668
100,1997,0.667
100,1998,0.679
100,1999,0.667
100,2000,0.674
100,2001,0.686
100,2002,0.701
100,2003,0.709
100,2004,0.719
100,2005,0.729
100,2006,0.736
100,2007,0.74
100,2008,0.755
100,2009,0.754
100,2010,0.757
100,2011,0.759
100,2012,0.763
100,2013,0.763
100,2014,0.768
100,2015,0.773
100,2016,0.782
100,2017,0.792
100,2018,0.798
854,1990,0.322
854,1991,0.331
854,1992,0.328
854,1993,0.328
854,1994,0.326
854,1995,0.331
854,1996,0.343
854,1997,0.348
854,1998,0.354
854,1999,0.361
854,2000,0.358
854,2001,0.363
854,2002,0.366
854,2003,0.373
854,2004,0.375
854,2005,0.384
854,2006,0.389
854,2007,0.392
854,2008,0.398
854,2009,0.398
854,2010,0.397
854,2011,0.401
854,2012,0.408
854,2013,0.413
854,2014,0.413
854,2015,0.414
854,2016,0.417
854,2017,0.423
854,2018,0.428
108,1990,0.35
108,1991,0.354
108,1992,0.352
108,1993,0.34
108,1994,0.331
108,1995,0.316
108,1996,0.301
108,1997,0.298
108,1998,0.304
108,1999,0.3
108,2000,0.3
108,2001,0.295
108,2002,0.298
108,2003,0.29
108,2004,0.292
108,2005,0.29
108,2006,0.294
108,2007,0.295
108,2008,0.297
108,2009,0.297
108,2010,0.3
108,2011,0.301
108,2012,0.304
108,2013,0.307
108,2014,0.308
108,2015,0.297
108,2016,0.292
108,2017,0.287
108,2018,0.285
132,1990,0.427
132,1991,0.425
132,1992,0.436
132,1993,0.444
132,1994,0.466
132,1995,0.482
132,1996,0.494
132,1997,0.507
132,1998,0.521
132,1999,0.534
132,2000,0.549
132,2001,0.552
132,2002,0.556
132,2003,0.56
132,2004,0.572
132,2005,0.578
132,2006,0.587
132,2007,0.609
132,2008,0.616
132,2009,0.613
132,2010,0.61
132,2011,0.615
132,2012,0.614
132,2013,0.615
132,2014,0.611
132,2015,0.613
132,2016,0.618
132,2017,0.623
132,2018,0.631
116,1990,0.397
116,1991,0.402
116,1992,0.407
116,1993,0.409
116,1994,0.334
116,1995,0.36
116,1996,0.363
116,1997,0.367
116,1998,0.369
116,1999,0.381
116,2000,0.392
116,2001,0.4
116,2002,0.406
116,2003,0.416
116,2004,0.428
116,2005,0.444
116,2006,0.457
116,2007,0.471
116,2008,0.477
116,2009,0.475
116,2010,0.481
116,2011,0.488
116,2012,0.495
116,2013,0.505
116,2014,0.512
116,2015,0.518
116,2016,0.526
116,2017,0.533
116,2018,0.541
120,1990,0.508
120,1991,0.495
120,1992,0.487
120,1993,0.471
120,1994,0.469
120,1995,0.469
120,1996,0.472
120,1997,0.475
120,1998,0.48
120,1999,0.483
120,2000,0.481
120,2001,0.482
120,2002,0.486
120,2003,0.492
120,2004,0.5
120,2005,0.498
120,2006,0.501
120,2007,0.503
120,2008,0.505
120,2009,0.506
120,2010,0.506
120,2011,0.508
120,2012,0.51
120,2013,0.513
120,2014,0.519
120,2015,0.522
120,2016,0.525
120,2017,0.526
120,2018,0.528
124,1990,0.864
124,1991,0.859
124,1992,0.858
124,1993,0.861
124,1994,0.865
124,1995,0.868
124,1996,0.869
124,1997,0.874
124,1998,0.878
124,1999,0.885
124,2000,0.892
124,2001,0.893
124,2002,0.896
124,2003,0.897
124,2004,0.901
124,2005,0.904
124,2006,0.908
124,2007,0.909
124,2008,0.909
124,2009,0.903
124,2010,0.905
124,2011,0.908
124,2012,0.91
124,2013,0.912
124,2014,0.914
124,2015,0.914
124,2016,0.915
124,2017,0.918
124,2018,0.918
140,1990,0.343
140,1991,0.339
140,1992,0.325
140,1993,0.32
140,1994,0.322
140,1995,0.329
140,1996,0.318
140,1997,0.323
140,1998,0.326
140,1999,0.329
140,2000,0.321
140,2001,0.325
140,2002,0.327
140,2003,0.317
140,2004,0.321
140,2005,0.32
140,2006,0.324
140,2007,0.329
140,2008,0.328
140,2009,0.34
140,2010,0.346
140,2011,0.351
140,2012,0.358
140,2013,0.29
140,2014,0.289
140,2015,0.295
140,2016,0.301
140,2017,0.306
140,2018,0.31
