Iso_code,Year,value
4,1995,1756.0
4,2000,1167.0
4,2005,1699.0
4,2010,2353.0
4,2011,2275.0
4,2012,2472.0
4,2013,2509.0
4,2014,2466.0
4,2015,2432.0
4,2016,2396.0
4,2017,2386.0
4,2018,2355.0
8,1995,5338.0
8,2000,7219.0
8,2005,9769.0
8,2010,12176.0
8,2011,12702.0
8,2012,12176.0
8,2013,12898.0
8,2014,13135.0
8,2015,13010.0
8,2016,13794.0
8,2017,14150.0
8,2018,14727.0
12,1995,15808.0
12,2000,17133.0
12,2005,20250.0
12,2010,22062.0
12,2011,21790.0
12,2012,21570.0
12,2013,21541.0
12,2014,22101.0
12,2015,22403.0
12,2016,23284.0
12,2017,23024.0
12,2018,22980.0
24,1995,3294.0
24,2000,3567.0
24,2005,5214.0
24,2010,6734.0
24,2011,6710.0
24,2012,7093.0
24,2013,7280.0
24,2014,7495.0
24,2015,7439.0
24,2016,6986.0
24,2017,6865.0
24,2018,6407.0
32,1995,18633.0
32,2000,20200.0
32,2005,19390.0
32,2010,24678.0
32,2011,26077.0
32,2012,25542.0
32,2013,26002.0
32,2014,25138.0
32,2015,25457.0
32,2016,24394.0
32,2017,24541.0
32,2018,23418.0
51,1995,2827.0
51,2000,4409.0
51,2005,7955.0
51,2010,10150.0
51,2011,9770.0
51,2012,10473.0
51,2013,11078.0
51,2014,11237.0
51,2015,11380.0
51,2016,11269.0
51,2017,12294.0
51,2018,12582.0
36,1995,38073.0
36,2000,43798.0
36,2005,47018.0
36,2010,48252.0
36,2011,48483.0
36,2012,49952.0
36,2013,50665.0
36,2014,51038.0
36,2015,51717.0
36,2016,52003.0
36,2017,51990.0
36,2018,52363.0
40,1995,44339.0
40,2000,53739.0
40,2005,56866.0
40,2010,54650.0
40,2011,59600.0
40,2012,59312.0
40,2013,58844.0
40,2014,54456.0
40,2015,57604.0
40,2016,58366.0
40,2017,59314.0
40,2018,60303.0
31,1995,4274.0
31,2000,5468.0
31,2005,9993.0
31,2010,20475.0
31,2011,19859.0
31,2012,20938.0
31,2013,21935.0
31,2014,21693.0
31,2015,21519.0
31,2016,20555.0
31,2017,20777.0
31,2018,20655.0
44,1995,38462.0
44,2000,39123.0
44,2005,39213.0
44,2010,35026.0
44,2011,34833.0
44,2012,35755.0
44,2013,35255.0
44,2014,34615.0
44,2015,34828.0
44,2016,33737.0
44,2017,33805.0
44,2018,34290.0
48,1995,60104.0
48,2000,61366.0
48,2005,54223.0
48,2010,43083.0
48,2011,41039.0
48,2012,48346.0
48,2013,50429.0
48,2014,49056.0
48,2015,56296.0
48,2016,55185.0
48,2017,54954.0
48,2018,52952.0
50,1995,2471.0
50,2000,2790.0
50,2005,3291.0
50,2010,4174.0
50,2011,4364.0
50,2012,4592.0
50,2013,4604.0
50,2014,4740.0
50,2015,4956.0
50,2016,5186.0
50,2017,5334.0
50,2018,5700.0
52,1995,15902.0
52,2000,18269.0
52,2005,18535.0
52,2010,18592.0
52,2011,17989.0
52,2012,18508.0
52,2013,18140.0
52,2014,17866.0
52,2015,18018.0
52,2016,18391.0
52,2017,18445.0
52,2018,18292.0
112,1995,6678.0
112,2000,9079.0
112,2005,13600.0
112,2010,19578.0
112,2011,20934.0
112,2012,21155.0
112,2013,21070.0
112,2014,21260.0
112,2015,20184.0
112,2016,19369.0
112,2017,20019.0
112,2018,20616.0
56,1995,44538.0
56,2000,49766.0
56,2005,51700.0
56,2010,52542.0
56,2011,51819.0
56,2012,52332.0
56,2013,51036.0
56,2014,50839.0
56,2015,50269.0
56,2016,51165.0
56,2017,52394.0
56,2018,52926.0
84,1995,8912.0
84,2000,9481.0
84,2005,9865.0
84,2010,9421.0
84,2011,9678.0
84,2012,8973.0
84,2013,8886.0
84,2014,8970.0
84,2015,9349.0
84,2016,8768.0
84,2017,8519.0
84,2018,8618.0
204,1995,1930.0
204,2000,2058.0
204,2005,2059.0
204,2010,2025.0
204,2011,2065.0
204,2012,2089.0
204,2013,2177.0
204,2014,2251.0
204,2015,2229.0
204,2016,2261.0
204,2017,2319.0
204,2018,2407.0
64,1995,3179.0
64,2000,4324.0
64,2005,5522.0
64,2010,7699.0
64,2011,8185.0
64,2012,8076.0
64,2013,8736.0
64,2014,9282.0
64,2015,9665.0
64,2016,10147.0
64,2017,10420.0
64,2018,10579.0
68,1995,5157.0
68,2000,5491.0
68,2005,5664.0
68,2010,6647.0
68,2011,6755.0
68,2012,6996.0
68,2013,7311.0
68,2014,7559.0
68,2015,7988.0
68,2016,8246.0
68,2017,8511.0
68,2018,8780.0
70,1995,2151.0
70,2000,9502.0
70,2005,11825.0
70,2010,13273.0
70,2011,12923.0
70,2012,13573.0
70,2013,14227.0
70,2014,14579.0
70,2015,15273.0
70,2016,15998.0
70,2017,16484.0
70,2018,17122.0
72,1995,11622.0
72,2000,12424.0
72,2005,13702.0
72,2010,14605.0
72,2011,15924.0
72,2012,16479.0
72,2013,17250.0
72,2014,17803.0
72,2015,17356.0
72,2016,17255.0
72,2017,17499.0
72,2018,17853.0
76,1995,14446.0
76,2000,14427.0
76,2005,14269.0
76,2010,17604.0
76,2011,17529.0
76,2012,17370.0
76,2013,19095.0
76,2014,18327.0
76,2015,16348.0
76,2016,17747.0
76,2017,17704.0
76,2018,17827.0
96,1995,117078.0
96,2000,107442.0
96,2005,107031.0
96,2010,99508.0
96,2011,93647.0
