Iso_code,Year,midyear_population,midyear_population_male,midyear_population_female
894,2016,15510711,7750176,7760535
158,2003,22561453,11498632,11062821
716,2037,20891985,10643678,10248307
624,1996,1166256,563915,602341
296,2011,100743,49444,51299
50,2030,177111510,86468931,90642579
404,2029,55858189,27853938,28004251
56,1999,10235655,5007507,5228148
266,2000,1236429,613072,623357
12,1992,26493629,13371113,13122516
400,2047,11083698,5486967,5596731
242,1999,799078,405998,393080
204,2003,7293710,3630034,3663676
706,1994,6264440,3151514,3112926
414,2040,3623170,2039192,1583978
400,2020,7689511,3868534,3820977
360,2013,251160124,125617649,125542475
328,2016,735909,371437,364472
800,2040,75459625,37531317,37928308
470,2026,421250,209915,211335
626,2025,1539173,766098,773075
246,2017,5518371,2716631,2801740
706,1987,6939075,3379207,3559868
140,1978,2224714,1072720,1151994
231,1988,44596107,22453156,22142951
352,2046,403364,199700,203664
642,2048,18327411,8863237,9464174
831,2044,67279,32936,34343
180,1974,24333992,11813304,12520688
266,1969,503763,247045,256718
120,1989,11628238,5821121,5807117
446,2023,624831,295366,329465
231,2044,203643761,100911426,102732335
795,2001,4444584,2203197,2241387
328,1987,764960,381735,383225
660,1984,6688,3260,3428
584,2041,97829,49265,48564
234,2031,54792,28178,26614
328,2012,738950,373175,365775
108,2022,13462695,6709466,6753229
860,2020,30565411,15202560,15362851
152,2020,18186770,8938796,9247974
804,2029,41937580,19484241,22453339
292,2047,28694,14275,14419
796,2014,49070,24765,24305
584,2034,92028,46472,45556
104,1993,42437423,21083980,21353443
417,2041,6836138,3334685,3501453
136,2032,75156,36382,38774
706,2021,12028823,6057538,5971285
48,1981,363520,211328,152192
446,2015,592731,282242,310489
434,1993,4414050,2305790,2108260
516,1988,1323006,662987,660019
140,2020,5990855,2977238,3013617
508,2027,33961935,16731014,17230921
204,2021,12270436,6178575,6091861
678,2049,306210,152526,153684
204,2005,7777709,3878542,3899167
344,2043,6920734,3101473,3819261
508,1984,13083602,6383086,6700516
36,2017,23232413,11649919,11582494
831,1995,60977,29331,31646
232,2011,5481467,2698750,2782717
604,1997,24692146,12396256,12295890
768,1998,4715170,2341355,2373815
275,2042,3918203,1981601,1936602
258,2048,324995,163617,161378
344,2048,6712620,2996662,3715958
566,2035,288930504,146979099,141951405
703,2041,5099986,2467992,2631994
332,2040,13582756,6651771,6930985
417,2021,6019773,2948581,3071192
426,2032,1941602,966768,974834
508,2034,40432927,20001523,20431404
748,2039,1747359,898742,848617
191,2006,4440594,2135536,2305058
48,2046,1814614,1057576,757038
8,2038,3023633,1479849,1543784
96,1990,252887,133561,119326
764,2030,69750594,33977888,35772706
50,2035,182807545,88951606,93855939
760,2030,26089526,13117994,12971532
674,2013,32448,15729,16719
591,1980,1959566,996026,963540
752,2036,11243021,5592077,5650944
598,2029,8254283,4178978,4075305
148,2040,17658355,8621195,9037160
152,2032,19338104,9487079,9851025
268,2030,4904254,2350489,2553765
184,2007,12691,6565,6126
392,2037,116459251,56024927,60434324
776,2022,105628,52986,52642
376,2026,9432098,4743943,4688155
784,2033,7675377,5154781,2520596
788,2026,11906378,5865378,6041000
124,2031,38745806,19147382,19598424
616,2013,38619322,18707328,19911994
44,2001,285685,139414,146271
92,2047,57491,26731,30760
344,2004,6847993,3316778,3531215
214,2047,13538269,6783765,6754504
792,2016,80274604,40388600,39886004
642,2013,21790479,10607197,11183282
376,2002,6352659,3179939,3172720
384,2021,25937681,13094949,12842732
540,1996,195528,98889,96639
508,2005,20068619,9700051,10368568
242,2032,977800,493934,483866
72,2045,2779646,1495024,1284622
446,2011,573003,273676,299327
516,2001,1929718,967024,962694
580,2007,59305,28447,30858
496,2025,3301176,1603353,1697823
60,2050,69874,33654,36220
724,2004,43000157,21118200,21881957
887,2011,23898794,12107486,11791308
404,2001,31423090,15640092,15782998
470,2020,419123,208869,210254
398,2013,17736896,8499439,9237457
332,2023,11479914,5662866,5817048
840,2016,323995528,159690758,164304770
308,2037,115599,58399,57200
32,1991,33504421,16560628,16943793
600,2048,8788520,4357100,4431420
752,2031,10971430,5467172,5504258
800,1995,19640269,9717703,9922566
144,2042,25033665,12174207,12859458
850,2004,107950,51208,56742
288,2023,31273225,15405635,15867590
84,1980,144416,73014,71402
558,2030,6753191,3292287,3460904
724,2034,53028132,26146997,26881135
104,1976,30904511,15397973,15506538
31,2033,10902404,5401058,5501346
566,1998,118033550,60275704,57757846
768,2000,4991834,2478038,2513796
566,1953,33944600,17445432,16499168
4,1985,13119943,6713787,6406156
660,2008,14110,6875,7235
703,2013,5441540,2640269,2801271
876,2037,15998,8152,7846
90,1987,291544,149132,142412
148,2036,16616533,8101729,8514804
887,2010,23209521,11760969,11448552
12,2001,31077277,15706022,15371255
500,2014,5215,2606,2609
694,2039,10577813,5181452,5396361
818,2015,92296970,47155831,45141139
170,2034,54099100,26721086,27378014
578,2031,5903360,2978498,2924862
52,2012,287733,139206,148527
682,2040,37249848,19872457,17377391
516,1980,1058021,528226,529795
72,1986,1115756,530718,585038
120,1990,11983123,6000274,5982849
756,1997,7202163,3535666,3666497
234,2013,49709,25894,23815
410,2008,48753802,24448749,24305053
148,1993,6379099,3047256,3331843
233,2013,1279745,595081,684664
659,1994,42609,21058,21551
710,2043,66525583,33006868,33518715
148,2028,14628818,7109869,7518949
184,1997,17872,9206,8666
0,2042,2183799,1116052,1067747
316,2031,185562,93306,92256
388,1986,2322553,1146324,1176229
690,1995,74931,37067,37864
752,2037,11296135,5616672,5679463
188,1986,2723378,1376530,1346848
643,1989,147351694,68868017,78483677
826,2002,59601520,29354615,30246905
376,1983,3907195,1945203,1961992
862,2033,36597787,18252439,18345348
328,1993,766800,384590,382210
234,2009,48856,25483,23373
624,2004,1386926,672701,714225
534,2004,32771,16022,16749
292,2015,29258,14709,14549
76,2033,226700848,111026626,115674222
654,1988,6588,3360,3228
266,2020,1876719,936955,939764
368,1994,19044950,9618813,9426137
356,2035,1519490869,784978240,734512629
831,2005,63133,30984,32149
728,2009,9053507,4601493,4452014
48,2044,1797104,1048830,748274
275,2018,2798494,1423388,1375106
776,1991,96474,48362,48112
214,2048,13591530,6807639,6783891
642,2036,19761507,9582658,10178849
417,2000,4937128,2430324,2506804
600,2035,8279336,4129902,4149434
214,1995,7758971,3939049,3819922
233,2047,955976,463477,492499
792,2024,84059885,42176284,41883601
512,2049,5352234,2817602,2534632
417,2018,5849296,2866450,2982846
630,2049,3009546,1438296,1571250
558,1985,3180138,1576977,1603161
634,1995,509712,333717,175995
831,2033,68033,33575,34458
320,1989,8730575,4388843,4341732
499,2040,609070,301047,308023
748,2026,1599074,810201,788873
686,1995,8378056,4077409,4300647
16,2043,49683,24031,25652
400,2040,10262870,5099716,5163154
840,2007,301231207,148064854,153166353
854,1992,8934969,4324119,4610850
804,1991,51730360,23954090,27776270
400,2049,11303849,5590197,5713652
148,2032,15607020,7598030,8008990
796,2032,68377,34216,34161
670,2039,97193,49044,48149
784,1996,2599579,1746058,853521
246,2021,5586757,2752509,2834248
76,2046,232460126,113246204,119213922
548,2015,272264,136189,136075
276,2043,73966235,35657480,38308755
426,1986,1586595,775977,810618
430,1997,2097451,1043280,1054171
32,2025,47333842,23442447,23891395
674,2010,31477,15274,16203
894,1983,6132709,3080428,3052281
792,1986,52120785,26360995,25759790
705,2004,2011473,978954,1032519
376,1984,3977784,1980779,1997005
178,1997,2695515,1326973,1368542
796,2022,58106,29229,28877
584,2005,59096,30159,28937
360,1983,159782359,79450396,80331963
434,2048,8888515,4508307,4380208
578,2033,5966575,3008609,2957966
795,2000,4385485,2173372,2212113
226,1983,299577,144556,155021
533,2013,109153,51756,57397
430,2009,3583392,1788328,1795064
222,2050,6181181,2949091,3232090
226,2028,996293,499034,497259
540,2016,275355,137603,137752
520,2000,9861,5031,4830
654,2029,7879,3909,3970
344,1994,6064948,3057297,3007651
203,2046,10309148,5111591,5197557
470,2024,421084,209859,211225
422,1984,3120549,1545470,1575079
212,2002,71534,35975,35559
68,2028,12947122,6406836,6540286
116,1977,6994224,3303991,3690233
184,2042,5804,2902,2902
44,2034,363571,178412,185159
682,2047,39375331,20924196,18451135
528,2041,17981573,8808295,9173278
600,1975,2848211,1419433,1428778
454,2033,32135535,15916310,16219225
748,2002,1193707,589281,604426
68,2022,11970899,5923537,6047362
340,2022,9741090,4909038,4832052
710,2040,65493980,32485062,33008918
454,2027,26616624,13181432,13435192
584,2021,79002,40102,38900
258,2035,319333,162184,157149
626,2046,2101345,1027948,1073397
222,2048,6215399,2964655,3250744
68,2012,10290003,5092276,5197727
831,2024,67609,33557,34052
296,1987,65588,32587,33001
807,2029,2116000,1051267,1064733
300,2033,10525590,5097659,5427931
780,2050,1023741,510485,513256
104,1995,43993977,21863652,22130325
36,2034,26765457,13403717,13361740
784,2025,7063346,4793871,2269475
516,2045,3914310,1932134,1982176
642,2044,18835658,9117401,9718257
776,2014,106440,53399,53041
740,1981,361170,179324,181846
818,2045,158377476,80755901,77621575
232,2024,6337914,3120321,3217593
516,1986,1234462,618172,616290
580,2035,69046,33353,35693
188,2021,5151722,2580125,2571597
368,2028,51069320,25802069,25267251
148,1995,6769686,3233003,3536683
740,2035,682810,342536,340274
324,1982,4636011,2234561,2401450
296,2041,133617,63577,70040
520,2030,10267,4694,5573
470,1997,382953,189382,193571
512,2010,2967717,1636334,1331383
740,1992,419565,210113,209452
31,2008,9111089,4481564,4629525
292,2033,29618,14731,14887
626,2012,1143667,575165,568502
534,2000,30784,15004,15780
140,1993,3367026,1645327,1721699
516,1991,1499367,751115,748252
840,1985,237923795,115729534,122194261
724,2039,53422951,26303847,27119104
850,2015,103574,48173,55401
24,1972,5949453,2958001,2991452
528,2050,17906594,8750547,9156047
24,1998,12013296,6054036,5959260
620,2028,10765567,5290599,5474968
8,2018,3057220,1510867,1546353
188,2030,5571096,2780815,2790281
262,2030,1109032,501231,607801
616,2021,38198325,18478520,19719805
380,2007,59626720,28806681,30820039
76,2007,190167417,94084257,96083160
850,2033,87595,39041,48554
422,1980,2901188,1440385,1460803
408,2020,25643466,12459465,13184001
120,2033,36789122,18404932,18384190
438,2036,42640,21287,21353
630,2033,3366203,1601891,1764312
124,2038,39816280,19628970,20187310
148,2008,10111337,4849605,5261732
674,2027,35523,17137,18386
231,1990,47554116,23907361,23646755
678,2021,214387,107038,107349
430,2026,5397703,2686366,2711337
300,2011,10760136,5265767,5494369
218,2022,17299503,8578621,8720882
296,2049,139126,65736,73390
268,1989,5398106,2560730,2837376
288,1970,8788945,4430750,4358195
40,2037,9129542,4455894,4673648
634,2034,2581871,1948160,633711
304,2008,57564,30442,27122
732,2016,587020,291278,295742
364,2014,80840713,41009318,39831395
380,2002,58076703,28024512,30052191
604,1987,20227047,10184531,10042516
894,1987,6985531,3502415,3483116
732,2008,460632,228371,232261
156,2019,1389618778,713730366,675888412
562,2013,16899327,8479763,8419564
64,1976,386566,203186,183380
616,2018,38420687,18597095,19823592
716,2028,18244803,9237029,9007774
804,2000,49013834,22702463,26311371
60,2026,73006,35267,37739
784,2013,5473972,3757961,1716011
192,1997,11013894,5512282,5501612
184,2010,11488,5944,5544
231,2014,96633458,48025696,48607762
410,2039,51583884,25716401,25867483
250,2002,61963618,30237967,31725651
732,1973,85430,43391,42039
92,1999,21811,10829,10982
442,2031,732867,369719,363148
654,2038,7741,3789,3952
64,2045,934296,477098,457198
586,2008,178479391,91672434,86806957
152,1997,14591015,7170894,7420121
328,2047,873524,435877,437647
380,2048,61652731,29527434,32125297
20,2032,83801,42398,41403
324,2025,15240839,7632299,7608540
434,2050,8970664,4542471,4428193
96,2014,422675,209789,212886
100,2027,6629723,3227311,3402412
430,2036,6570003,3266769,3303234
340,1996,5712837,2861587,2851250
180,1975,25032227,12169009,12863218
748,2048,1819910,944216,875694
729,2030,46337748,23145060,23192688
170,1986,30410385,15039980,15370405
833,2002,77190,37757,39433
446,2031,640997,300068,340929
826,1995,58186804,28455406,29731398
646,2048,26427742,13157671,13270071
499,2019,639905,318617,321288
704,2021,99521938,49945654,49576284
76,2030,223890497,109786250,114104247
231,2003,70174826,34967662,35207164
170,1995,36531834,18047244,18484590
148,1986,5214200,2527349,2686851
548,2047,421727,206578,215149
152,2045,19730901,9650141,10080760
16,2011,55198,27721,27477
554,2019,4580406,2278338,2302068
624,2005,1414159,686308,727851
674,1999,26595,12895,13700
136,2044,86271,41583,44688
392,2014,127103388,61697327,65406061
800,1994,19090249,9437377,9652872
410,2015,50645073,25351828,25293245
531,2030,154587,74620,79967
410,2013,50063069,25048467,25014602
748,1976,535618,259395,276223
760,2007,20543421,10438521,10104900
242,2049,1012661,506967,505694
694,2016,6018888,2924238,3094650
796,2025,61293,30789,30504
368,1991,17489877,8835456,8654421
440,2021,2700232,1247285,1452947
732,2022,685311,340215,345096
300,2001,10581515,5207149,5374366
764,2010,66720446,32868015,33852431
533,2022,122186,57759,64427
231,2023,124455289,61782889,62672400
694,1992,4246282,2068518,2177764
686,1990,7347606,3595785,3751821
831,2017,66502,33020,33482
780,2002,1245844,629162,616682
124,2043,40419134,19903048,20516086
28,2033,111894,52373,59521
56,2041,12607270,6192483,6414787
832,2024,103623,51117,52506
434,2022,7119719,3673226,3446493
56,1995,10155459,4968613,5186846
136,1997,34871,17049,17822
784,1999,3056080,2072060,984020
158,2022,23637437,11619323,12018114
184,1994,18417,9534,8883
50,2022,165768310,81375574,84392736
798,2003,10060,4924,5136
364,2029,92928761,46980623,45948138
548,2032,357260,176425,180835
76,2038,230158196,112485363,117672833
96,2015,429646,212754,216892
694,2027,7887107,3848734,4038373
258,2030,313528,159678,153850
262,1956,92870,46513,46357
275,2020,2900034,1474825,1425209
50,2009,144954330,72211366,72742964
76,2014,202656788,100012718,102644070
528,2019,17216476,8514773,8701703
364,2002,70283737,35751185,34532552
360,2050,300183166,149948259,150234907
710,2049,68284170,33884781,34399389
740,2043,707111,353499,353612
352,2001,284805,142570,142235
860,2014,28929716,14396548,14533168
12,2048,54877585,27616251,27261334
498,2005,3948261,1902891,2045370
246,2018,5537364,2726758,2810606
191,2044,3690097,1783891,1906206
410,2048,48581093,24080185,24500908
104,2043,68869109,34006312,34862797
410,2044,50100489,24897105,25203384
232,2050,8935060,4395656,4539404
32,2005,39367281,19418861,19948420
512,2045,5146558,2716785,2429773
887,2043,42703176,21432017,21271159
454,1983,6880285,3402766,3477519
646,2005,9611065,4774075,4836990
540,2008,244447,122799,121648
266,1996,1097708,543084,554624
534,2009,37099,18265,18834
208,1997,5283663,2609539,2674124
643,2010,142526896,66002772,76524124
760,2041,29197686,14642650,14555036
40,2015,8665550,4237226,4428324
598,2028,8148293,4127385,4020908
584,2036,93810,47334,46476
233,2028,1152221,545982,606239
422,2016,6237738,3124386,3113352
703,2012,5438951,2638697,2800254
352,2044,401252,198831,202421
663,2017,32125,15444,16681
316,2048,200656,100101,100555
24,2033,31375131,15872552,15502579
430,1975,1616510,817935,798575
380,2046,61862785,29644243,32218542
894,2025,20104997,10042467,10062530
376,1997,5642331,2820179,2822152
422,2030,5527627,2758850,2768777
598,1989,3585878,1914756,1671122
732,2017,603253,299361,303892
158,2031,23455024,11385637,12069387
40,2005,8314652,4048186,4266466
380,2047,61761450,29587377,32174073
440,2013,2943364,1355455,1587909
28,2000,75351,36059,39292
178,1993,2424881,1189654,1235227
826,2005,60487347,29879889,30607458
508,1997,16811392,8047320,8764072
292,2038,29341,14576,14765
414,2022,3066181,1774445,1291736
50,2025,170280989,83416544,86864445
132,2015,545993,264776,281217
818,2014,89959189,45957788,44001401
276,2031,77751849,37864214,39887635
120,1984,9887686,4943554,4944132
132,2021,590604,286967,303637
76,2026,219461193,107791466,111669727
450,1977,8011695,4005567,4006128
894,2024,19542094,9761652,9780442
184,2039,6011,3021,2990
84,2035,469281,237554,231727
554,2022,4681494,2326944,2354550
340,2023,9877140,4978415,4898725
780,2009,1229953,622549,607404
36,2041,27845402,13936025,13909377
780,2013,1225225,620731,604494
24,2000,12682502,6395518,6286984
360,2045,299465565,149731763,149733802
508,2048,56364913,28031265,28333648
120,1994,13447059,6739400,6707659
296,2042,134376,63882,70494
44,1983,220857,107272,113585
442,2037,778050,392015,386035
268,1993,5268584,2500248,2768336
320,2030,18797855,9251533,9546322
442,2017,594130,298602,295528
788,2022,11650414,5760561,5889853
620,2037,10555209,5206210,5348999
152,1989,12774248,6268558,6505690
788,1996,9072993,4566836,4506157
344,2008,7036409,3346280,3690129
356,2027,1422588029,737214112,685373917
663,2031,33526,15962,17564
52,2000,273680,132325,141355
729,2038,51883294,25831320,26051974
218,2049,21030432,10350999,10679433
380,2003,58336021,28158056,30177965
250,1993,59268430,28879152,30389278
222,2049,6198570,2956966,3241604
400,1994,4159452,2172007,1987445
104,2010,53414374,26555413,26858961
462,2024,389616,198033,191583
678,2001,143853,71533,72320
192,1981,9705971,4905960,4800011
231,1997,59076269,29553701,29522568
116,2021,17158314,8358607,8799707
832,2033,106872,52828,54044
626,1994,840374,432419,407955
92,2034,48173,22592,25581
795,2038,6304014,3104054,3199960
108,2038,21862837,10905077,10957760
584,2006,60451,30841,29610
288,1981,11362599,5577637,5784962
52,2008,283498,137136,146362
652,2001,7285,3897,3388
858,2002,3241594,1566907,1674687
388,2012,2889187,1429777,1459410
426,2015,1947701,961881,985820
180,1998,49348728,24418220,24930508
376,2012,7647578,3838483,3809095
690,1984,66499,33123,33376
288,1991,15892340,7932839,7959501
308,2017,111724,56616,55108
442,2020,628381,316464,311917
705,2035,1797624,869479,928145
392,1994,125046546,61317043,63729503
620,2016,10833816,5291305,5542511
454,2015,17964697,8889681,9075016
36,1993,17607798,8785027,8822771
512,1995,2138569,1239081,899488
50,2026,171725139,84066407,87658732
860,2019,30296157,15070562,15225595
512,2014,3219775,1758700,1461075
566,1956,37006981,19034217,17972764
608,2024,115790864,58078793,57712071
414,1995,1664348,961422,702926
446,2002,438977,210515,228462
716,1986,8876783,4398722,4478061
654,1997,7061,3587,3474
233,1994,1467535,681663,785872
392,2046,110180604,52957386,57223218
16,2004,57094,28915,28179
203,2031,10608327,5235618,5372709
792,2030,86670994,43375258,43295736
417,2020,5964897,2922217,3042680
96,2043,604592,285013,319579
634,2028,2590660,1977625,613035
795,2002,4502617,2232401,2270216
384,2018,24627473,12444730,12182743
728,2013,11090104,5629975,5460129
798,1985,8156,3872,4284
222,2015,6141350,2955772,3185578
56,1993,10085426,4932608,5152818
140,2019,5867019,2914554,2952465
524,1972,12388524,6280301,6108223
710,2018,55380210,27387004,27993206
756,2002,7348652,3598231,3750421
524,1987,17272792,8694350,8578442
702,2011,5246787,2576291,2670496
384,1990,12490877,6383551,6107326
652,2045,6662,3463,3199
174,1998,518339,253131,265208
140,2001,4053927,1992000,2061927
148,2020,12755612,6174442,6581170
706,2044,20298992,10084238,10214754
768,1982,2816600,1403502,1413098
800,1997,20813102,10314365,10498737
690,1983,65846,32851,32995
92,2016,34232,16382,17850
250,2017,67106161,32849414,34256747
44,2038,367504,180341,187163
196,2020,1266676,647166,619510
90,1979,222917,115183,107734
634,1993,478960,315046,163914
44,1990,245126,119207,125919
703,2027,5381288,2609300,2771988
90,2031,819489,418059,401430
4,2030,45664663,23069894,22594769
214,2043,13300107,6675349,6624758
498,2037,2718332,1344293,1374039
144,1992,17202861,8576796,8626065
340,1990,4794025,2394842,2399183
500,2013,5189,2594,2595
92,2015,33454,16033,17421
90,2039,909840,463543,446297
40,2041,9135268,4452974,4682294
702,2022,6421713,3133879,3287834
156,1992,1182230625,608404699,573825926
300,2031,10564341,5121651,5442690
598,2008,5816233,2994825,2821408
4,2002,23600088,12008285,11591803
674,2038,36357,17480,18877
566,1982,79519450,40952263,38567187
792,1985,50988566,25796802,25191764
748,2034,1697225,868022,829203
214,2009,9690787,4912329,4778458
478,1987,1805394,876048,929346
170,2037,54786919,27051508,27735411
232,2034,7247786,3570536,3677250
31,2009,9206777,4533864,4672913
434,2001,5135952,2655186,2480766
534,1995,31928,15687,16241
132,2012,523568,253608,269960
332,2022,11343157,5597743,5745414
703,2049,4880990,2362045,2518945
304,2024,57296,29597,27699
694,2046,12438558,6102174,6336384
242,1988,726371,368231,358140
688,2038,6368481,3097610,3270871
191,2018,4270480,2059514,2210966
344,2028,7292998,3346632,3946366
12,2039,51643341,26076878,25566463
499,2050,577654,283003,294651
620,2023,10825728,5306946,5518782
807,2033,2104531,1044544,1059987
624,2049,2862540,1409302,1453238
548,2029,342988,169699,173289
524,2040,33450089,16541086,16909003
674,2000,27079,13120,13959
818,2048,164793110,83990953,80802157
764,2039,68879177,33387910,35491267
328,1984,762072,379459,382613
270,1989,912247,453744,458503
586,2047,284805334,144071962,140733372
663,2036,33902,16095,17807
434,2007,5786146,3001907,2784239
320,2026,17816081,8773520,9042561
192,2041,10348638,5090295,5258343
372,2005,4199185,2099821,2099364
678,1999,137666,68402,69264
72,1999,1642943,805698,837245
36,2010,21515754,10780916,10734838
800,2050,93476229,46469139,47007090
558,1988,3403564,1682674,1720890
120,2013,22534532,11301657,11232875
788,2005,10012905,5016265,4996640
807,2003,2035145,1017368,1017777
324,2005,9153730,4572308,4581422
0,2002,1737479,893228,844251
112,2049,8387053,3924147,4462906
414,1992,1402721,788581,614140
8,2039,3009087,1472003,1537084
492,2027,32033,15449,16584
492,2002,31654,15454,16200
616,2032,36625647,17659836,18965811
384,2013,22400835,11340225,11060610
384,1987,11105274,5686383,5418891
192,2032,10736939,5303711,5433228
275,2049,4179053,2107513,2071540
226,2038,1198326,601227,597099
292,2026,29763,14861,14902
678,2034,256705,128131,128574
780,2036,1110998,559770,551228
178,2015,4755097,2383900,2371197
663,2024,32963,15778,17185
620,2030,10731139,5278510,5452629
807,2050,1990728,983888,1006840
558,2017,6025951,2939963,3085988
426,2023,1973018,977764,995254
170,2020,49084841,24255454,24829387
262,1954,88000,44076,43924
132,2049,738860,357750,381110
191,2015,4335250,2090702,2244548
170,2007,42597321,21047481,21549840
591,2003,3053605,1542557,1511048
31,2006,8919169,4376953,4542216
728,2008,8585194,4364956,4220238
716,1999,11733078,5806443,5926635
554,2026,4805528,2385596,2419932
204,2022,12588707,6341063,6247644
450,2028,32127483,16057538,16069945
258,2031,314857,160271,154586
585,2036,22865,11357,11508
454,2001,11435630,5641598,5794032
800,1991,17125765,8458290,8667475
578,2011,4955373,2480664,2474709
222,2042,6302090,3005850,3296240
764,2028,69740853,34011806,35729047
96,2048,628926,294809,334117
212,2016,73757,37240,36517
212,1994,70922,35398,35524
50,2024,168804192,82750156,86054036
212,2035,72358,36430,35928
96,2027,512080,247519,264561
208,2018,5618075,2763683,2854392
796,2034,70325,35146,35179
214,1993,7494284,3804763,3689521
804,2010,45768171,21114528,24653643
458,2040,40123716,20127117,19996599
690,2019,95321,49194,46127
174,2007,656937,319309,337628
268,1997,4916657,2329534,2587123
218,2012,15223680,7570777,7652903
356,2047,1633655281,838942431,794712850
360,2011,246065161,123038335,123026826
454,2013,16806366,8315551,8490815
600,2001,5523401,2772800,2750601
580,2010,53517,25729,27788
8,1989,3195800,1644826,1550974
368,2050,76519418,38550342,37969076
132,2046,728905,353331,375574
659,2038,57374,28564,28810
760,2035,27562862,13844319,13718543
108,2047,28090154,14007472,14082682
360,1993,191081420,95172454,95908966
831,2001,62168,30303,31865
854,1994,9570647,4642407,4928240
440,2006,3271019,1518365,1752654
752,1995,8877890,4386799,4491091
144,2010,21083826,10325764,10758062
585,2033,22708,11366,11342
826,1993,57854243,28248403,29605840
24,2007,15651757,7906250,7745507
854,1979,6168269,3024689,3143580
404,2003,33244826,16550877,16693949
466,2024,21935817,10666320,11269497
16,2019,53866,26791,27075
231,2029,145461830,72173455,73288375
450,1980,8691245,4340060,4351185
484,1991,86192159,42581033,43611126
191,2032,3977036,1923489,2053547
670,2003,106882,53933,52949
831,2021,67213,33387,33826
702,2038,7893053,3822381,4070672
232,2006,4844793,2383613,2461180
120,2009,20262861,10163000,10099861
344,2020,7249907,3361342,3888565
364,2018,84718095,42943604,41774491
442,1998,426408,209750,216658
704,2011,90549390,45168885,45380505
352,2009,318453,160999,157454
484,1995,92583839,45730511,46853328
266,2050,3229741,1634511,1595230
376,2027,9559223,4807954,4751269
492,2001,31843,15545,16298
316,2046,199560,99632,99928
288,1993,16637953,8291167,8346786
818,2024,113284986,57874324,55410662
620,2042,10363537,5119269,5244268
760,2042,29451529,14765661,14685868
818,2006,74207202,37898115,36309087
84,1998,235126,119292,115834
376,2037,10844293,5450791,5393502
850,2008,107091,50477,56614
558,1989,3492060,1725977,1766083
324,2001,8416924,4195694,4221230
524,2047,33431454,16568842,16862612
540,2025,307452,152947,154505
470,2011,408333,203140,205193
292,2031,29696,14783,14913
466,2040,32026861,15544837,16482024
531,2040,153657,74709,78948
68,1997,7695149,3809875,3885274
478,1999,2436909,1174798,1262111
380,2028,62626095,30153238,32472857
882,2013,195476,100052,95424
360,2016,258316051,129238669,129077382
660,1998,10754,5389,5365
268,2022,4933639,2361383,2572256
234,2042,56370,28761,27609
372,2042,6094255,3021709,3072546
729,2040,53187898,26462481,26725417
682,1994,18202417,10262015,7940402
686,2046,25721164,12489990,13231174
324,2035,19353804,9695535,9658269
31,2048,11215311,5546853,5668458
68,2050,16003638,7912569,8091069
328,2011,741975,374707,367268
608,2012,96190033,48298983,47891050
96,2045,614537,289000,325537
364,1986,50464352,25766390,24697962
732,1977,81301,39989,41312
152,2006,16130386,7929429,8200957
300,2043,10280895,4950385,5330510
232,1995,3361437,1648779,1712658
562,2039,35517860,17760354,17757506
780,2019,1212401,614514,597887
288,2044,47204354,23188187,24016167
48,2033,1675951,987296,688655
834,1990,24804769,12199142,12605627
458,1987,16578904,8389573,8189331
580,2015,52344,25206,27138
4,2028,43845862,22162356,21683506
132,2003,454825,219411,235414
534,1997,31594,15476,16118
694,2026,7691449,3751750,3939699
144,1983,15637137,7921753,7715384
702,2040,8035916,3887756,4148160
780,2021,1204689,610517,594172
404,1983,18348477,9134211,9214266
184,2014,10134,5235,4899
158,1997,21638532,11118087,10520445
296,2047,137857,65251,72606
492,2044,31444,15080,16364
832,2035,107184,53000,54184
262,2046,1349809,615845,733964
876,2014,15561,7880,7681
608,2025,117445897,58901104,58544793
296,2004,91122,45101,46021
328,1988,766550,382782,383768
666,2004,6246,3113,3133
642,2014,21729871,10575981,11153890
533,2016,113648,53828,59820
184,2015,9838,5079,4759
31,2018,10046516,4980655,5065861
706,2042,19531106,9713983,9817123
12,2004,32450849,16405043,16045806
124,2042,40306561,19851023,20455538
104,2030,64102648,31772874,32329774
548,2033,361966,178641,183325
300,2035,10484604,5072375,5412229
288,2048,50655542,24880164,25775378
792,1988,54356391,27474627,26881764
226,2034,1118059,560736,557323
520,1996,9830,5020,4810
834,1987,22788161,11203062,11585099
686,1988,6912574,3392376,3520198
352,2034,386581,192581,194000
208,2021,5654265,2776748,2877517
446,2034,643006,299691,343315
308,2029,115428,58510,56918
96,1999,317901,164801,153100
591,2029,4283499,2146812,2136687
292,2024,29735,14867,14868
652,1995,6145,3295,2850
428,2026,1750604,814626,935978
426,2027,1964800,975603,989197
410,2045,49745720,24704685,25041035
246,2009,5330210,2613609,2716601
50,1992,110604795,56442073,54162722
48,2042,1778571,1039728,738843
12,2007,34002400,17195725,16806675
585,2010,20879,11078,9801
800,2028,55304009,27500808,27803201
296,2014,104488,51091,53397
208,2022,5665959,2780856,2885103
234,2018,51018,26502,24516
52,1983,254847,121218,133629
854,2034,32419836,16149374,16270462
578,2001,4515195,2236935,2278260
408,2029,26613682,12952842,13660840
360,2043,298628815,149359919,149268896
682,2020,29818901,16134715,13684186
662,2024,168174,81562,86612
268,2047,4756334,2290320,2466014
120,2010,20822264,10443525,10378739
724,2037,53314194,26266313,27047881
682,2016,28160273,15306099,12854174
196,2050,1392078,706175,685903
